,id,Type,Player,href,decklist,record,date
20,4866419,Murktide Regent,swff,/deck/visual/4866419?fullscreen=true,"2 Archmage's Charm
4 Consider
4 Counterspell
4 Dragon's Rage Channeler
4 Expressive Iteration
1 Fiery Islet
2 Flooded Strand
3 Island
3 Ledger Shredder
3 Lightning Bolt
4 Mishra's Bauble
1 Misty Rainforest
3 Murktide Regent
1 Otawara, Soaring City
2 Polluted Delta
4 Ragavan, Nimble Pilferer
2 Scalding Tarn
2 Spell Pierce
4 Spirebluff Canal
3 Steam Vents
4 Unholy Heat

1 Blood Moon
2 Dress Down
2 Engineered Explosives
2 Flusterstorm
1 Fury
1 Jace, the Mind Sculptor
2 Mystical Dispute
2 Subtlety
2 Unlicensed Hearse
",21, 2022-06-05
21,4866420,Simic Tron,narca,/deck/visual/4866420?fullscreen=true,"4 Ancient Stirrings
1 Blast Zone
1 Boseiju, Who Endures
1 Cascading Cataracts
4 Chancellor of the Annex
2 Chromatic Orrery
4 Chromatic Sphere
4 Chromatic Star
4 Expedition Map
1 Forest
2 Golos, Tireless Pilgrim
4 Karn Liberated
4 Karn, the Great Creator
2 Platinum Angel
1 Sanctum of Ugin
1 Sundering Titan
4 Sylvan Scrying
2 Ugin, the Spirit Dragon
2 Ulamog, the Ceaseless Hunger
4 Urza's Mine
4 Urza's Power Plant
4 Urza's Tower
1 Yavimaya, Cradle of Growth

1 Chalice of the Void
2 Dismember
1 Ensnaring Bridge
1 Filigree Sages
3 Force of Vigor
1 Grafdigger's Cage
1 Liquimetal Coating
1 Oblivion Stone
1 Platinum Angel
1 Sundering Titan
1 Trinisphere
1 Walking Ballista
",22, 2022-06-05
22,4866421,Dimir Mill,tibalt_of_red_sub,/deck/visual/4866421?fullscreen=true,"4 Archive Trap
1 Baleful Mastery
1 Crypt Incursion
1 Darkslick Shores
4 Drown in the Loch
4 Fatal Push
4 Field of Ruin
4 Fractured Sanity
4 Hedron Crab
1 Into the Story
1 Mikokoro, Center of the Sea
1 Murderous Cut
1 Oboro, Palace in the Clouds
1 Otawara, Soaring City
4 Polluted Delta
4 Ruin Crab
2 Shelldock Isle
4 Snow-Covered Island
2 Snow-Covered Swamp
3 Surgical Extraction
4 Tasha's Hideous Laughter
3 Visions of Beyond
2 Watery Grave

1 Crypt Incursion
1 Damnation
1 Echoing Truth
1 Eliminate
2 Engineered Explosives
3 Extirpate
2 Ghost Quarter
3 Soul-Guide Lantern
1 The Reality Chip
",23, 2022-06-05
23,4866422,Affinity,KIMCHIMAN,/deck/visual/4866422?fullscreen=true,"1 Aether Spellbomb
4 Cranial Plating
4 Darksteel Citadel
1 Etched Champion
4 Frogmite
1 Gingerbrute
1 Island
4 Memnite
4 Mistvault Bridge
1 Myr Enforcer
1 Nettlecyst
4 Ornithopter
2 Relic of Progenitus
1 Sai, Master Thopterist
1 Shadowspear
2 Silverbluff Bridge
4 Sojourner's Companion
4 Springleaf Drum
4 Thought Monitor
4 Thoughtcast
3 Treasure Vault
4 Urza's Saga
1 Welding Jar

1 Etched Champion
1 Grafdigger's Cage
2 Hurkyl's Recall
1 Jegantha, the Wellspring
4 Metallic Rebuke
1 Pithing Needle
2 Relic of Progenitus
1 Sai, Master Thopterist
2 Tormod's Crypt
",24, 2022-06-05
24,4866423,Yawgmoth,DemonicTutors,/deck/visual/4866423?fullscreen=true,"4 Birds of Paradise
1 Blood Artist
2 Blooming Marsh
1 Boseiju, Who Endures
4 Chord of Calling
1 Dryad Arbor
4 Eldritch Evolution
1 Endurance
2 Forest
1 Geralf's Messenger
4 Grist, the Hunger Tide
4 Ignoble Hierarch
2 Misty Rainforest
2 Nurturing Peatland
2 Overgrown Tomb
4 Strangleroot Geist
1 Swamp
2 Twilight Mire
1 Urborg, Tomb of Yawgmoth
4 Verdant Catacombs
4 Wall of Roots
1 Yavimaya, Cradle of Growth
4 Yawgmoth, Thran Physician
4 Young Wolf

2 Crime/Punishment
3 Endurance
2 Force of Vigor
2 Necromentia
1 Outland Liberator
1 Scavenging Ooze
4 Thoughtseize
",25, 2022-06-05
25,4866424,Elementals,Jenara19,/deck/visual/4866424?fullscreen=true,"1 Boseiju, Who Endures
1 Breeding Pool
4 Eladamri's Call
1 Endurance
2 Felidar Guardian
2 Flooded Strand
1 Fury
1 Hallowed Fountain
3 Ice-Fang Coatl
1 Jetmir's Garden
1 Karmic Guide
1 Kiki-Jiki, Mirror Breaker
2 March of Otherworldly Light
4 Misty Rainforest
3 Oath of Nissa
4 Omnath, Locus of Creation
1 Planebound Accomplice
4 Prismatic Ending
1 Raugrin Triome
2 Risen Reef
1 Sacred Foundry
2 Scalding Tarn
2 Snow-Covered Forest
1 Snow-Covered Island
1 Snow-Covered Mountain
1 Snow-Covered Plains
4 Solitude
1 Spara's Headquarters
1 Steam Vents
1 Stomping Ground
4 Teferi, Time Raveler
1 Temple Garden
4 Utopia Sprawl
4 Vivien on the Hunt
4 Windswept Heath
4 Wooded Foothills
4 Wrenn and Six

1 Chalice of the Void
1 Emrakul, the Promised End
2 Endurance
2 Force of Vigor
1 Knight of Autumn
1 Magus of the Moon
1 Meddling Mage
1 Mystical Dispute
2 Subtlety
2 Veil of Summer
1 Yorion, Sky Nomad
",26, 2022-06-05
26,4866425,Hammer Time,Booomerang,/deck/visual/4866425?fullscreen=true,"2 Blacksmith's Skill
4 Colossus Hammer
4 Esper Sentinel
2 Hallowed Fountain
3 Inkmoth Nexus
1 Kaldra Compleat
4 Marsh Flats
4 Memnite
1 Nettlecyst
4 Ornithopter
1 Paradise Mantle
3 Plains
4 Puresteel Paladin
4 Seachrome Coast
1 Shadowspear
4 Sigarda's Aid
1 Silent Clearing
3 Springleaf Drum
4 Stoneforge Mystic
1 The Reality Chip
4 Urza's Saga
1 Windswept Heath

2 Lavinia, Azorius Renegade
2 Mana Leak
2 March of Otherworldly Light
2 Meddling Mage
1 Pithing Needle
2 Sanctifier en-Vec
1 Soul-Guide Lantern
2 Spell Pierce
1 Teferi, Time Raveler
",27, 2022-06-05
27,4866426,4c Blink,Antoine57437,/deck/visual/4866426?fullscreen=true,"4 Abundant Growth
1 Boseiju, Who Endures
1 Breeding Pool
4 Counterspell
1 Dress Down
1 Emrakul, the Promised End
1 Endurance
1 Ephemerate
1 Eternal Witness
4 Expressive Iteration
1 Fury
2 Ice-Fang Coatl
4 Mishra's Bauble
4 Misty Rainforest
1 Nimble Obstructionist
4 Omnath, Locus of Creation
1 Prairie Stream
4 Prismatic Ending
1 Raugrin Triome
1 Sacred Foundry
4 Scalding Tarn
2 Snow-Covered Forest
1 Snow-Covered Island
1 Snow-Covered Mountain
4 Solitude
1 Spara's Headquarters
1 Steam Vents
4 Teferi, Time Raveler
4 Traverse the Ulvenwald
4 Unholy Heat
1 Utopia Sprawl
3 Windswept Heath
4 Wooded Foothills
4 Wrenn and Six

1 Collector Ouphe
2 Endurance
1 Force of Vigor
1 Kataki, War's Wage
1 Magus of the Moon
1 Obsidian Charmaw
1 Sanctifier en-Vec
2 Soul-Guide Lantern
4 Veil of Summer
1 Yorion, Sky Nomad
",28, 2022-06-05
28,4866427,Elementals,tabunghasisi,/deck/visual/4866427?fullscreen=true,"2 Boseiju, Who Endures
1 Breeding Pool
1 Cavern of Souls
4 Eladamri's Call
1 Endurance
2 Felidar Guardian
2 Flooded Strand
1 Fury
1 Hallowed Fountain
3 Ice-Fang Coatl
1 Jetmir's Garden
1 Karmic Guide
1 Kiki-Jiki, Mirror Breaker
2 March of Otherworldly Light
4 Misty Rainforest
2 Oath of Nissa
4 Omnath, Locus of Creation
1 Planebound Accomplice
4 Prismatic Ending
1 Raugrin Triome
3 Risen Reef
1 Sacred Foundry
2 Scalding Tarn
2 Snow-Covered Forest
1 Snow-Covered Island
1 Snow-Covered Plains
4 Solitude
1 Steam Vents
1 Stomping Ground
4 Teferi, Time Raveler
1 Temple Garden
4 Utopia Sprawl
4 Vivien on the Hunt
4 Windswept Heath
4 Wooded Foothills
4 Wrenn and Six

2 Endurance
2 Flusterstorm
2 Force of Vigor
1 Knight of Autumn
1 Magus of the Moon
1 Meddling Mage
1 Mystical Dispute
2 Subtlety
2 Veil of Summer
1 Yorion, Sky Nomad
",29, 2022-06-05
29,4866428,Burn,Talisker,/deck/visual/4866428?fullscreen=true,"3 Arid Mesa
4 Boros Charm
4 Eidolon of the Great Revel
4 Goblin Guide
4 Inspiring Vantage
4 Lava Spike
4 Lightning Bolt
3 Lightning Helix
4 Monastery Swiftspear
3 Mountain
3 Rift Bolt
2 Sacred Foundry
3 Scalding Tarn
4 Searing Blaze
4 Skewer the Critics
3 Skullcrack
4 Sunbaked Canyon

1 Chalice of the Void
3 Deflecting Palm
2 Rest in Peace
3 Roiling Vortex
4 Smash to Smithereens
2 Wear/Tear
",30, 2022-06-05
30,4866429,Hammer Time,Laplasjan,/deck/visual/4866429?fullscreen=true,"1 Arid Mesa
4 Colossus Hammer
4 Esper Sentinel
1 Hallowed Fountain
4 Ingenious Smith
3 Inkmoth Nexus
2 Marsh Flats
4 Memnite
3 Mishra's Bauble
4 Plains
4 Puresteel Paladin
4 Seachrome Coast
1 Shadowspear
4 Sigarda's Aid
3 Spell Pierce
3 Springleaf Drum
4 Stoneforge Mystic
1 The Reality Chip
4 Urza's Saga
2 Windswept Heath

2 Lavinia, Azorius Renegade
2 March of Otherworldly Light
1 Mystical Dispute
1 Nettlecyst
1 Pithing Needle
3 Prismatic Ending
1 Relic of Progenitus
1 Soul-Guide Lantern
3 Teferi, Time Raveler
",31, 2022-06-05
31,4866430,Amulet Titan,Graciasportanto,/deck/visual/4866430?fullscreen=true,"4 Amulet of Vigor
4 Arboreal Grazer
1 Azusa, Lost but Seeking
1 Bojuka Bog
1 Boros Garrison
2 Boseiju, Who Endures
2 Castle Garenbrig
3 Cavern of Souls
1 Crumbling Vestige
1 Cultivator Colossus
4 Dryad of the Ilysian Grove
1 Expedition Map
3 Explore
4 Forest
1 Gruul Turf
4 Primeval Titan
1 Relic of Progenitus
3 Selesnya Sanctuary
4 Simic Growth Chamber
1 Slayers' Stronghold
4 Summoner's Pact
1 Sunhome, Fortress of the Legion
2 Tolaria West
4 Urza's Saga
2 Valakut, the Molten Pinnacle
1 Vesuva

2 Boseiju, Who Endures
1 Cavern of Souls
1 Cultivator Colossus
3 Dismember
3 Endurance
2 Engineered Explosives
2 Force of Vigor
1 Tireless Tracker
",32, 2022-06-05
0,4865730,Crashing Footfalls,Elvaan1234,/deck/visual/4865730?fullscreen=true,"2 Bonecrusher Giant
1 Boseiju, Who Endures
4 Brazen Borrower
1 Breeding Pool
4 Crashing Footfalls
3 Dead/Gone
3 Endurance
4 Fire/Ice
4 Force of Negation
1 Forest
4 Fury
2 Gemstone Caverns
2 Island
1 Ketria Triome
4 Misty Rainforest
1 Mountain
1 Otawara, Soaring City
4 Scalding Tarn
4 Shardless Agent
1 Steam Vents
1 Stomping Ground
4 Violent Outburst
4 Wooded Foothills

2 Blood Moon
1 Endurance
4 Force of Vigor
2 Magus of the Moon
4 Mystical Dispute
2 Subtlety
",1, 2022-06-04
1,4865731,Elementals,tabunghasisi,/deck/visual/4865731?fullscreen=true,"1 Boseiju, Who Endures
1 Breeding Pool
4 Eladamri's Call
1 Endurance
2 Felidar Guardian
2 Flooded Strand
1 Fury
1 Hallowed Fountain
3 Ice-Fang Coatl
1 Jetmir's Garden
1 Karmic Guide
1 Kiki-Jiki, Mirror Breaker
2 March of Otherworldly Light
4 Misty Rainforest
3 Oath of Nissa
4 Omnath, Locus of Creation
1 Planebound Accomplice
4 Prismatic Ending
1 Raugrin Triome
2 Risen Reef
1 Sacred Foundry
2 Scalding Tarn
2 Snow-Covered Forest
1 Snow-Covered Island
1 Snow-Covered Mountain
1 Snow-Covered Plains
4 Solitude
1 Spara's Headquarters
1 Steam Vents
1 Stomping Ground
4 Teferi, Time Raveler
1 Temple Garden
4 Utopia Sprawl
4 Vivien on the Hunt
4 Windswept Heath
4 Wooded Foothills
4 Wrenn and Six

1 Chalice of the Void
2 Endurance
2 Force of Vigor
1 Knight of Autumn
1 Magus of the Moon
1 Meddling Mage
2 Mystical Dispute
2 Subtlety
2 Veil of Summer
1 Yorion, Sky Nomad
",2, 2022-06-04
2,4865732,Mono-Black Coffers,osmanozguney,/deck/visual/4865732?fullscreen=true,"1 Archon of Cruelty
1 Blast Zone
2 Bloodchief's Thirst
1 Bloodstained Mire
4 Cabal Coffers
1 Cascading Cataracts
3 Castle Locthwain
1 Cling to Dust
1 Damnation
1 Emrakul, the Promised End
4 Expedition Map
4 Fatal Push
2 Golos, Tireless Pilgrim
2 Inquisition of Kozilek
2 Invoke Despair
4 Karn, the Great Creator
2 Liliana of the Veil
2 March of Wretched Sorrow
1 Marsh Flats
1 Mystifying Maze
1 Polluted Delta
3 Profane Tutor
6 Swamp
1 Takenuma, Abandoned Mire
4 Thoughtseize
1 Tourach, Dread Cantor
3 Urborg, Tomb of Yawgmoth
1 Verdant Catacombs

1 Bolas's Citadel
1 Damnation
4 Dauthi Voidwalker
1 Engineered Explosives
1 Ensnaring Bridge
1 Golos, Tireless Pilgrim
1 Liquimetal Coating
1 Pithing Needle
1 Sundering Titan
1 Tormod's Crypt
1 Walking Ballista
1 Wurmcoil Engine
",3, 2022-06-04
3,4865733,Crashing Footfalls,patheus_84,/deck/visual/4865733?fullscreen=true,"2 Bonecrusher Giant
1 Boseiju, Who Endures
4 Brazen Borrower
1 Breeding Pool
4 Crashing Footfalls
3 Dead/Gone
3 Endurance
4 Fire/Ice
4 Force of Negation
1 Forest
4 Fury
2 Gemstone Caverns
2 Island
1 Ketria Triome
4 Misty Rainforest
1 Mountain
1 Otawara, Soaring City
4 Scalding Tarn
4 Shardless Agent
1 Steam Vents
1 Stomping Ground
4 Violent Outburst
4 Wooded Foothills

2 Blood Moon
1 Endurance
4 Force of Vigor
2 Magus of the Moon
4 Mystical Dispute
2 Subtlety
",4, 2022-06-04
4,4865734,Belcher,Bob49,/deck/visual/4865734?fullscreen=true,"1 An Offer You Can't Refuse
2 Bala Ged Recovery
4 Desperate Ritual
1 Emeria's Call
1 Empty the Warrens
4 Goblin Charbelcher
3 Irencrag Feat
4 Manamorphose
1 March of Reckless Joy
1 Noxious Revival
4 Pact of Negation
4 Pyretic Ritual
4 Recross the Paths
1 Reforge the Soul
4 Sea Gate Restoration
4 Shatterskull Smashing
1 Song-Mad Treachery
4 Spikefield Hazard
4 Strike It Rich
4 Turntimber Symbiosis
4 Valakut Awakening

3 Force of Vigor
2 Fury
3 Leyline of Sanctity
2 Magus of the Moon
1 Pyromancer Ascension
4 Veil of Summer
",5, 2022-06-04
5,4865735,Glimpse Combo,Xenowan,/deck/visual/4865735?fullscreen=true,"4 Cavern of Souls
4 Endurance
4 Fable of the Mirror-Breaker
1 Forest
4 Fury
3 Glimpse of Tomorrow
1 Island
4 Khalni Garden
4 Misty Rainforest
1 Mountain
4 Omnath, Locus of Creation
4 Risen Reef
1 Sacred Foundry
2 Scalding Tarn
4 Shardless Agent
1 Steam Vents
1 Stomping Ground
1 Temple Garden
4 Violent Outburst
4 Wavesifter
4 Wooded Foothills

4 Bonecrusher Giant
4 Foundation Breaker
4 Mystical Dispute
3 Subtlety
",6, 2022-06-04
6,4865736,4c Blink,DimitriQED,/deck/visual/4865736?fullscreen=true,"4 Abundant Growth
2 Boseiju, Who Endures
1 Breeding Pool
4 Counterspell
2 Dress Down
2 Endurance
2 Ephemerate
2 Eternal Witness
4 Expressive Iteration
4 Flooded Strand
1 Fury
1 Hallowed Fountain
4 Ice-Fang Coatl
3 Lightning Bolt
2 March of Otherworldly Light
4 Misty Rainforest
4 Omnath, Locus of Creation
1 Otawara, Soaring City
4 Prismatic Ending
1 Raugrin Triome
1 Sacred Foundry
2 Scalding Tarn
2 Snow-Covered Forest
1 Snow-Covered Island
1 Snow-Covered Plains
4 Solitude
1 Spara's Headquarters
1 Steam Vents
1 Stomping Ground
4 Teferi, Time Raveler
4 Windswept Heath
2 Wooded Foothills
4 Wrenn and Six

2 Boseiju, Who Endures
3 Chalice of the Void
2 Eladamri's Call
1 Emrakul, the Promised End
1 Magus of the Moon
2 Supreme Verdict
3 Veil of Summer
1 Yorion, Sky Nomad
",7, 2022-06-04
7,4865737,Calibrated Blast,Zeekery,/deck/visual/4865737?fullscreen=true,"4 Arid Mesa
4 Autochthon Wurm
2 Blood Crypt
2 Boseiju, Who Endures
1 Boseiju, Who Shelters All
4 Calibrated Blast
2 Desert
4 Emrakul, the Aeons Torn
4 Gemstone Caverns
2 Mountain
1 Otawara, Soaring City
1 Raffine's Tower
2 Ramunap Ruins
4 Scalding Tarn
1 Scavenger Grounds
4 Scion of Draco
4 Shadow of Mortality
3 Sokenzan, Crucible of Defiance
1 Spara's Headquarters
1 Stomping Ground
4 Sunscorched Desert
2 Throes of Chaos
3 Wooded Foothills

1 Bojuka Bog
2 Boseiju, Who Endures
3 Boseiju, Who Shelters All
3 Crime/Punishment
2 Desert
3 Nephalia Academy
1 Otawara, Soaring City
",8, 2022-06-04
8,4865738,Amulet Titan,Moniz0801,/deck/visual/4865738?fullscreen=true,"4 Amulet of Vigor
4 Arboreal Grazer
1 Azusa, Lost but Seeking
1 Boros Garrison
2 Boseiju, Who Endures
1 Castle Garenbrig
4 Cavern of Souls
2 Cultivator Colossus
4 Dryad of the Ilysian Grove
1 Expedition Map
4 Explore
4 Forest
2 Gruul Turf
4 Primeval Titan
1 Radiant Fountain
3 Selesnya Sanctuary
4 Simic Growth Chamber
1 Slayers' Stronghold
4 Summoner's Pact
1 Sunhome, Fortress of the Legion
1 Tolaria West
4 Urza's Saga
2 Valakut, the Molten Pinnacle
1 Vesuva

1 Bojuka Bog
1 Boseiju, Who Endures
3 Dismember
1 Emrakul, the Promised End
4 Endurance
2 Force of Vigor
1 Relic of Progenitus
2 Unlicensed Hearse
",9, 2022-06-04
9,4865739,Asmo Food,delicinha,/deck/visual/4865739?fullscreen=true,"4 Academy Manufactor
4 Asmoranomardicadaistinaculdacar
4 Darkslick Shores
4 Emry, Lurker of the Loch
1 Island
4 Ledger Shredder
4 Mishra's Bauble
1 Otawara, Soaring City
4 Ovalchase Daredevil
4 Polluted Delta
1 Shadowspear
4 Street Wraith
1 Swamp
4 The Underworld Cookbook
3 Time Sieve
4 Unearth
1 Urborg, Tomb of Yawgmoth
4 Urza's Saga
4 Watery Grave

3 Bone Shards
1 Damping Sphere
3 Fulminator Mage
2 Necromentia
1 Nihil Spellbomb
1 Pithing Needle
4 Thoughtseize
",10, 2022-06-04
10,4865740,Elementals,nekonekoneko,/deck/visual/4865740?fullscreen=true,"4 Abundant Growth
2 Boseiju, Who Endures
1 Breeding Pool
2 Cavern of Souls
4 Eladamri's Call
1 Emrakul, the Promised End
2 Endurance
2 Ephemerate
2 Expressive Iteration
4 Flooded Strand
3 Fury
1 Hallowed Fountain
2 Ice-Fang Coatl
1 Ketria Triome
2 Lightning Bolt
4 Misty Rainforest
1 Oath of Nissa
1 Obsidian Charmaw
4 Omnath, Locus of Creation
4 Prismatic Ending
1 Raugrin Triome
4 Risen Reef
1 Sacred Foundry
2 Snow-Covered Forest
1 Snow-Covered Island
2 Snow-Covered Plains
4 Solitude
1 Steam Vents
1 Stomping Ground
4 Teferi, Time Raveler
1 Temple Garden
2 Unholy Heat
4 Windswept Heath
1 Wooded Foothills
4 Wrenn and Six

2 Chalice of the Void
2 Dovin's Veto
2 Endurance
2 Force of Vigor
1 Knight of Autumn
1 Meddling Mage
2 Mystical Dispute
2 Veil of Summer
1 Yorion, Sky Nomad
",11, 2022-06-04
11,4865741,Azorius Control,karatedom,/deck/visual/4865741?fullscreen=true,"4 Archmage's Charm
1 Castle Ardenvale
1 Castle Vantress
3 Chalice of the Void
4 Counterspell
1 Eiganjo, Seat of the Empire
4 Fire/Ice
4 Flooded Strand
2 Hall of Storm Giants
2 Hallowed Fountain
3 Island
1 Jace, the Mind Sculptor
1 Memory Deluge
3 Mystic Gate
1 Otawara, Soaring City
1 Plains
3 Polluted Delta
4 Prismatic Ending
1 Raugrin Triome
4 Solitude
1 Steam Vents
3 Supreme Verdict
2 Teferi, Hero of Dominaria
4 Teferi, Time Raveler
2 The Wandering Emperor

3 Aether Gust
2 Dovin's Veto
2 Dress Down
1 March of Otherworldly Light
3 Mystical Dispute
2 Rest in Peace
1 Summary Dismissal
1 Wear/Tear
",12, 2022-06-04
12,4865742,4c Blink,cftsoc3,/deck/visual/4865742?fullscreen=true,"4 Abundant Growth
4 Arid Mesa
1 Breeding Pool
4 Brought Back
1 Deputy of Detention
4 Eladamri's Call
1 Emrakul, the Promised End
2 Endurance
1 Engineered Explosives
2 Ephemerate
1 Eternal Witness
4 Expressive Iteration
4 Flooded Strand
1 Fury
1 Hallowed Fountain
3 Ice-Fang Coatl
1 Jetmir's Garden
3 Lightning Bolt
1 Meddling Mage
1 Memory Deluge
2 Misty Rainforest
4 Omnath, Locus of Creation
2 Prismatic Ending
1 Raugrin Triome
1 Sacred Foundry
1 Snow-Covered Forest
1 Snow-Covered Island
1 Snow-Covered Mountain
2 Snow-Covered Plains
4 Solitude
1 Steam Vents
1 Stomping Ground
4 Teferi, Time Raveler
1 Temple Garden
4 Windswept Heath
2 Wooded Foothills
4 Wrenn and Six

3 Boseiju, Who Endures
1 Endurance
2 Engineered Explosives
1 Kor Firewalker
1 Magus of the Moon
3 Mystical Dispute
2 Supreme Verdict
1 Unlicensed Hearse
1 Yorion, Sky Nomad
",13, 2022-06-04
13,4865743,Boros Midrange,Oderus Urungus,/deck/visual/4865743?fullscreen=true,"4 Arid Mesa
1 Batterskull
2 Blood Moon
2 Bonecrusher Giant
2 Ephemerate
4 Esper Sentinel
4 Fable of the Mirror-Breaker
4 Fury
4 Inspiring Vantage
1 Kaldra Compleat
2 Magus of the Moon
1 Maul of the Skyclaves
1 Mountain
5 Plains
2 Prismatic Ending
4 Prismatic Vista
4 Ragavan, Nimble Pilferer
3 Sacred Foundry
4 Solitude
4 Stoneforge Mystic
2 Sunbaked Canyon

2 Chalice of the Void
3 Drannith Magistrate
3 Rest in Peace
2 Sanctifier en-Vec
3 Stony Silence
2 Wear/Tear
",14, 2022-06-04
14,4865744,4c Omnath,xl_snapcaster,/deck/visual/4865744?fullscreen=true,"4 Abundant Growth
2 Boseiju, Who Endures
1 Breeding Pool
4 Counterspell
3 Eladamri's Call
1 Emrakul, the Promised End
4 Expressive Iteration
4 Flooded Strand
1 Fury
1 Hallowed Fountain
4 Ice-Fang Coatl
1 Magus of the Moon
4 Misty Rainforest
4 Omnath, Locus of Creation
1 Otawara, Soaring City
4 Prismatic Ending
4 Ragavan, Nimble Pilferer
1 Raugrin Triome
1 Sacred Foundry
2 Scalding Tarn
1 Snow-Covered Forest
2 Snow-Covered Island
1 Snow-Covered Plains
4 Solitude
1 Spara's Headquarters
1 Steam Vents
2 Stomping Ground
4 Teferi, Time Raveler
1 Temple Garden
4 Unholy Heat
4 Windswept Heath
4 Wrenn and Six

2 Boseiju, Who Endures
3 Dovin's Veto
3 Endurance
1 Fury
2 Supreme Verdict
3 Veil of Summer
1 Yorion, Sky Nomad
",15, 2022-06-04
15,4865745,Yawgmoth,Xerk,/deck/visual/4865745?fullscreen=true,"4 Birds of Paradise
1 Blood Artist
3 Blooming Marsh
2 Boseiju, Who Endures
4 Chord of Calling
1 Dryad Arbor
4 Eldritch Evolution
1 Endurance
2 Forest
1 Geralf's Messenger
4 Grist, the Hunger Tide
4 Ignoble Hierarch
1 Misty Rainforest
2 Nurturing Peatland
2 Overgrown Tomb
4 Strangleroot Geist
1 Swamp
2 Twilight Mire
1 Urborg, Tomb of Yawgmoth
4 Verdant Catacombs
4 Wall of Roots
4 Yawgmoth, Thran Physician
4 Young Wolf

1 Chalice of the Void
2 Crime/Punishment
3 Endurance
2 Force of Vigor
1 Legion's End
2 Necromentia
1 Outland Liberator
1 Scavenging Ooze
2 Thoughtseize
",16, 2022-06-04
16,4865746,Crashing Footfalls,__Ghost__,/deck/visual/4865746?fullscreen=true,"2 Bonecrusher Giant
1 Boseiju, Who Endures
4 Brazen Borrower
1 Breeding Pool
4 Crashing Footfalls
3 Dead/Gone
3 Endurance
4 Fire/Ice
4 Force of Negation
1 Forest
4 Fury
2 Gemstone Caverns
2 Island
1 Ketria Triome
4 Misty Rainforest
1 Mountain
1 Otawara, Soaring City
4 Scalding Tarn
4 Shardless Agent
1 Steam Vents
1 Stomping Ground
4 Violent Outburst
4 Wooded Foothills

2 Blood Moon
1 Endurance
4 Force of Vigor
2 Magus of the Moon
4 Mystical Dispute
2 Subtlety
",17, 2022-06-04
17,4865747,Asmo Food,summon_legend,/deck/visual/4865747?fullscreen=true,"4 Academy Manufactor
1 Aether Spellbomb
4 Asmoranomardicadaistinaculdacar
4 Emry, Lurker of the Loch
1 Flooded Strand
1 Godless Shrine
1 Hallowed Fountain
1 Island
4 Ledger Shredder
1 Marsh Flats
1 Minamo, School at Water's Edge
4 Mishra's Bauble
1 Nihil Spellbomb
1 Otawara, Soaring City
4 Ovalchase Daredevil
4 Polluted Delta
1 Shadowspear
1 Springleaf Drum
1 Swamp
4 The Underworld Cookbook
4 Time Sieve
4 Unearth
4 Urza's Saga
4 Watery Grave

3 Bone Shards
1 Jegantha, the Wellspring
1 Pithing Needle
4 Prismatic Ending
1 Soul-Guide Lantern
2 Teferi, Time Raveler
3 Thoughtseize
",18, 2022-06-04
18,4865748,Amulet Titan,PuntThenWhine,/deck/visual/4865748?fullscreen=true,"4 Amulet of Vigor
4 Arboreal Grazer
1 Azusa, Lost but Seeking
1 Bojuka Bog
1 Boros Garrison
1 Boseiju, Who Endures
2 Castle Garenbrig
2 Cavern of Souls
1 Crumbling Vestige
4 Dryad of the Ilysian Grove
1 Expedition Map
2 Explore
4 Forest
2 Gruul Turf
4 Karn, the Great Creator
4 Primeval Titan
1 Radiant Fountain
3 Selesnya Sanctuary
4 Simic Growth Chamber
1 Slayers' Stronghold
4 Summoner's Pact
1 Sunhome, Fortress of the Legion
1 Tolaria West
4 Urza's Saga
2 Valakut, the Molten Pinnacle
1 Vesuva

1 Boseiju, Who Endures
2 Cavern of Souls
1 Cultivator Colossus
2 Endurance
1 Engineered Explosives
2 Force of Vigor
1 Liquimetal Coating
1 Pithing Needle
1 Skysovereign, Consul Flagship
1 Sundering Titan
1 Tormod's Crypt
1 Walking Ballista
",19, 2022-06-04
19,4865749,Amulet Titan,Graciasportanto,/deck/visual/4865749?fullscreen=true,"4 Amulet of Vigor
4 Arboreal Grazer
1 Azusa, Lost but Seeking
1 Bojuka Bog
1 Boros Garrison
2 Boseiju, Who Endures
2 Castle Garenbrig
3 Cavern of Souls
1 Crumbling Vestige
1 Cultivator Colossus
4 Dryad of the Ilysian Grove
1 Endurance
1 Expedition Map
2 Explore
4 Forest
1 Gruul Turf
4 Primeval Titan
1 Relic of Progenitus
3 Selesnya Sanctuary
4 Simic Growth Chamber
1 Slayers' Stronghold
4 Summoner's Pact
1 Sunhome, Fortress of the Legion
2 Tolaria West
4 Urza's Saga
2 Valakut, the Molten Pinnacle
1 Vesuva

2 Boseiju, Who Endures
1 Cavern of Souls
1 Cultivator Colossus
3 Dismember
2 Endurance
2 Engineered Explosives
2 Force of Vigor
2 Unlicensed Hearse
",20, 2022-06-04
